Gene	Virus	Abbre	Baltimore	Family
NXF1	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
MSH2	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
GP9	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
SRC	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
TAP2	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
SUMO1	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
PGF	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
RPL7	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
PCCA	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
TMEM250	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
C9orf85	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
RPS7	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
CBL	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
IFIT1	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
GKAP1	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
SESTD1	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
SS18L1	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
H2BC13	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
MRS2	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
HDAC4	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
ARL1	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
UBE2L6	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
WTAP	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
SAT1	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
SCX	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
IFI16	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
CGAS	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
MAGEA6	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
RPA1	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
SRP9	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
RPS18	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
CALCOCO2	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
HK2	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
YWHAQ	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
SYNE1	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
RALYL	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
CSRNP1	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
RPS3A	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
KMT2D	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
SMURF2	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
MCM2	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
HAUS6	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
SRSF3	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
RPL17	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
GUK1	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
OSTC	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
TAP1	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
GKN1	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
KIF3C	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
FAN1	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
HDAC2	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
RPS5	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
EIF4ENIF1	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
HSP90AB1	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
H2AC6	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
RPL11	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
SF3B3	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
RPL12	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
THAP1	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
RBCK1	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
BECN1	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
WWP2	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
GAPDH	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
RPS26	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
YBX3	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
PRDM14	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
EMD	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
LAT	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
DYNLT1	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
MAGEA1	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
SH3KBP1	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
YWHAG	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
YWHAH	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
FOLR1	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
ACTB	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
ZNF626	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
ATXN2L	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
ATP5MPL	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
RNF10	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
HSP90AA1	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
IRS4	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
MRE11	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
MAVS	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
DYNC2H1	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
SIAH1	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
MYBBP1A	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
ELK1	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
GRPEL1	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
HMGCL	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
FAU	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
SLC25A6	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
RPS4X	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
LZTS2	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
H3C1	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
NOP53	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
CCT4	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
PPP3CC	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
EEF1A1	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
CREB3L1	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
H2BC14	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
RPS23	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
PDCD10	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
H2AW	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
U2AF1	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
EIF3C	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
ATP6V1F	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
HSPD1	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
FLNA	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
DYNLL1	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
RCOR1	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
RPSA	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
TCEAL8	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
CSK	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
UBC	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
H2BC18	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
ELAVL3	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
DDX42	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
H2BC17	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
MDFI	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
B2M	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
PPP1CA	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
DHX9	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
DDX58	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
MSH6	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
TMEM263	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
RELA	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
MOV10	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
RPS16	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
MCCC2	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
CDC37	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
HNRNPR	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
HNRNPH1	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
DEK	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
RPS3	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
H2BC9	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
H2BC12	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
BRCA1	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
CBR1	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
YWHAB	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
C3	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
RPL6	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
RPS20	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
SRSF6	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
ZC4H2	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
YBX1	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
HNRNPH2	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
HNRNPUL1	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
HNRNPU	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
H2BC3	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
IGF2BP1	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
DEDD2	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
NUP214	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
NAP1L1	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
PRDX4	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
DDX5	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
H2AJ	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
HINT2	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
ZNF880	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
HNRNPF	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
STAU1	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
HDAC9	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
IMPDH2	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
H2AC20	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
TBK1	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
SF3B1	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
PHLDB3	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
KIF12	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
PABPC4	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
PRDX1	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
EFCAB12	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
DMAP1	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
TRAF6	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
EEF1A2	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
NEFH	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
H2BC21	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
MTA2	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
CHD3	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
FOS	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
DIPK1A	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
AHCYL1	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
ATP5F1A	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
ITM2B	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
BLM	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
HNRNPA1	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
NFKBIA	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
SLC25A5	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
BTAF1	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
PIK3R2	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
DYNLL2	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
EIF2AK2	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
C4orf3	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
DCTN1	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
H2BS1	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
HIPK2	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
ELAVL2	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
H2BC15	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
ADNP	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
H2BC5	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
HDAC1	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
LMNA	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
SRSF5	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
CLEC2B	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
DYNLT3	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
H2BU1	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
H3-4	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
DDX6	Human herpesvirus 1	HHV-1	dsDNA	Herpesviridae
PSPC1	Human immunodeficiency virus 1	HIV-1	ssRNA-RT	Retroviridae
VDAC2	Human immunodeficiency virus 1	HIV-1	ssRNA-RT	Retroviridae
PRPF6	Human immunodeficiency virus 1	HIV-1	ssRNA-RT	Retroviridae
RPL35A	Human immunodeficiency virus 1	HIV-1	ssRNA-RT	Retroviridae
ATP5F1B	Human immunodeficiency virus 1	HIV-1	ssRNA-RT	Retroviridae
PSMA7	Human immunodeficiency virus 1	HIV-1	ssRNA-RT	Retroviridae
EXOSC7	Human immunodeficiency virus 1	HIV-1	ssRNA-RT	Retroviridae
RSBN1L	Human immunodeficiency virus 1	HIV-1	ssRNA-RT	Retroviridae
SF3A2	Human immunodeficiency virus 1	HIV-1	ssRNA-RT	Retroviridae
PJA2	Human immunodeficiency virus 1	HIV-1	ssRNA-RT	Retroviridae
MCCC1	Human immunodeficiency virus 1	HIV-1	ssRNA-RT	Retroviridae
PRPF4B	Human immunodeficiency virus 1	HIV-1	ssRNA-RT	Retroviridae
ORC5	Human immunodeficiency virus 1	HIV-1	ssRNA-RT	Retroviridae
GIMAP5	Human immunodeficiency virus 1	HIV-1	ssRNA-RT	Retroviridae
PNN	Human immunodeficiency virus 1	HIV-1	ssRNA-RT	Retroviridae
RBM39	Human immunodeficiency virus 1	HIV-1	ssRNA-RT	Retroviridae
PAFAH1B1	Human immunodeficiency virus 1	HIV-1	ssRNA-RT	Retroviridae
FLCN	Human immunodeficiency virus 1	HIV-1	ssRNA-RT	Retroviridae
PON2	Human immunodeficiency virus 1	HIV-1	ssRNA-RT	Retroviridae
RPL17	Human immunodeficiency virus 1	HIV-1	ssRNA-RT	Retroviridae
RPL32	Human immunodeficiency virus 1	HIV-1	ssRNA-RT	Retroviridae
EPPK1	Human immunodeficiency virus 1	HIV-1	ssRNA-RT	Retroviridae
PHB	Human immunodeficiency virus 1	HIV-1	ssRNA-RT	Retroviridae
RPL3	Human immunodeficiency virus 1	HIV-1	ssRNA-RT	Retroviridae
ATP5PB	Human immunodeficiency virus 1	HIV-1	ssRNA-RT	Retroviridae
ATP2B1	Human immunodeficiency virus 1	HIV-1	ssRNA-RT	Retroviridae
ARFGEF1	Human immunodeficiency virus 1	HIV-1	ssRNA-RT	Retroviridae
PSMB2	Human immunodeficiency virus 1	HIV-1	ssRNA-RT	Retroviridae
SMU1	Human immunodeficiency virus 1	HIV-1	ssRNA-RT	Retroviridae
PBRM1	Human immunodeficiency virus 1	HIV-1	ssRNA-RT	Retroviridae
PURA	Human immunodeficiency virus 1	HIV-1	ssRNA-RT	Retroviridae
RECQL	Human immunodeficiency virus 1	HIV-1	ssRNA-RT	Retroviridae
EIF2S2	Human immunodeficiency virus 1	HIV-1	ssRNA-RT	Retroviridae
PES1	Human immunodeficiency virus 1	HIV-1	ssRNA-RT	Retroviridae
RFC1	Human immunodeficiency virus 1	HIV-1	ssRNA-RT	Retroviridae
RTRAF	Human immunodeficiency virus 1	HIV-1	ssRNA-RT	Retroviridae
SF3A1	Human immunodeficiency virus 1	HIV-1	ssRNA-RT	Retroviridae
SF3A3	Human immunodeficiency virus 1	HIV-1	ssRNA-RT	Retroviridae
SFPQ	Human immunodeficiency virus 1	HIV-1	ssRNA-RT	Retroviridae
PLK1	Human immunodeficiency virus 1	HIV-1	ssRNA-RT	Retroviridae
ATP5F1D	Human immunodeficiency virus 1	HIV-1	ssRNA-RT	Retroviridae
POLR2A	Human immunodeficiency virus 1	HIV-1	ssRNA-RT	Retroviridae
FBXW11	Human immunodeficiency virus 1	HIV-1	ssRNA-RT	Retroviridae
HERC5	Human immunodeficiency virus 1	HIV-1	ssRNA-RT	Retroviridae
FECH	Human immunodeficiency virus 1	HIV-1	ssRNA-RT	Retroviridae
INTS2	Human immunodeficiency virus 1	HIV-1	ssRNA-RT	Retroviridae
FKBP4	Human immunodeficiency virus 1	HIV-1	ssRNA-RT	Retroviridae
IFI16	Human immunodeficiency virus 1	HIV-1	ssRNA-RT	Retroviridae
SNRPC	Human immunodeficiency virus 1	HIV-1	ssRNA-RT	Retroviridae
LRP1	Human immunodeficiency virus 1	HIV-1	ssRNA-RT	Retroviridae
PLRG1	Human immunodeficiency virus 1	HIV-1	ssRNA-RT	Retroviridae
NUP205	Human immunodeficiency virus 1	HIV-1	ssRNA-RT	Retroviridae
PPP2R2A	Human immunodeficiency virus 1	HIV-1	ssRNA-RT	Retroviridae
PSMB1	Human immunodeficiency virus 1	HIV-1	ssRNA-RT	Retroviridae
CDC6	Human immunodeficiency virus 1	HIV-1	ssRNA-RT	Retroviridae
ATP2A3	Human immunodeficiency virus 1	HIV-1	ssRNA-RT	Retroviridae
RBM14	Human immunodeficiency virus 1	HIV-1	ssRNA-RT	Retroviridae
PABPC1	Human immunodeficiency virus 1	HIV-1	ssRNA-RT	Retroviridae
RBBP6	Human immunodeficiency virus 1	HIV-1	ssRNA-RT	Retroviridae
SGPL1	Human immunodeficiency virus 1	HIV-1	ssRNA-RT	Retroviridae
HERC2	Human immunodeficiency virus 1	HIV-1	ssRNA-RT	Retroviridae
RBM42	Human immunodeficiency virus 1	HIV-1	ssRNA-RT	Retroviridae
EIF3I	Human immunodeficiency virus 1	HIV-1	ssRNA-RT	Retroviridae
UBB	Human immunodeficiency virus 1	HIV-1	ssRNA-RT	Retroviridae
UGGT1	Human immunodeficiency virus 1	HIV-1	ssRNA-RT	Retroviridae
TXNDC11	Human immunodeficiency virus 1	HIV-1	ssRNA-RT	Retroviridae
EXOSC5	Human immunodeficiency virus 1	HIV-1	ssRNA-RT	Retroviridae
IFT122	Human immunodeficiency virus 1	HIV-1	ssRNA-RT	Retroviridae
LIMD1	Human immunodeficiency virus 1	HIV-1	ssRNA-RT	Retroviridae
RPSA	Human immunodeficiency virus 1	HIV-1	ssRNA-RT	Retroviridae
NPM1	Human immunodeficiency virus 1	HIV-1	ssRNA-RT	Retroviridae
RPS4X	Human immunodeficiency virus 1	HIV-1	ssRNA-RT	Retroviridae
TOR3A	Human immunodeficiency virus 1	HIV-1	ssRNA-RT	Retroviridae
RPS3A	Human immunodeficiency virus 1	HIV-1	ssRNA-RT	Retroviridae
CEP57	Human immunodeficiency virus 1	HIV-1	ssRNA-RT	Retroviridae
PARP4	Human immunodeficiency virus 1	HIV-1	ssRNA-RT	Retroviridae
CYB5R1	Human immunodeficiency virus 1	HIV-1	ssRNA-RT	Retroviridae
ATP1B3	Human immunodeficiency virus 1	HIV-1	ssRNA-RT	Retroviridae
PSMB10	Human immunodeficiency virus 1	HIV-1	ssRNA-RT	Retroviridae
DAGLB	Human immunodeficiency virus 1	HIV-1	ssRNA-RT	Retroviridae
CCND3	Human immunodeficiency virus 1	HIV-1	ssRNA-RT	Retroviridae
ANP32E	Human immunodeficiency virus 1	HIV-1	ssRNA-RT	Retroviridae
EIF3K	Human immunodeficiency virus 1	HIV-1	ssRNA-RT	Retroviridae
PURB	Human immunodeficiency virus 1	HIV-1	ssRNA-RT	Retroviridae
CTDP1	Human immunodeficiency virus 1	HIV-1	ssRNA-RT	Retroviridae
NOP58	Human immunodeficiency virus 1	HIV-1	ssRNA-RT	Retroviridae
PLOD1	Human immunodeficiency virus 1	HIV-1	ssRNA-RT	Retroviridae
TMEM109	Human immunodeficiency virus 1	HIV-1	ssRNA-RT	Retroviridae
AP1B1	Human immunodeficiency virus 1	HIV-1	ssRNA-RT	Retroviridae
EIF3L	Human immunodeficiency virus 1	HIV-1	ssRNA-RT	Retroviridae
IARS1	Human immunodeficiency virus 1	HIV-1	ssRNA-RT	Retroviridae
KDR	Human immunodeficiency virus 1	HIV-1	ssRNA-RT	Retroviridae
NUP85	Human immunodeficiency virus 1	HIV-1	ssRNA-RT	Retroviridae
PRPF19	Human immunodeficiency virus 1	HIV-1	ssRNA-RT	Retroviridae
PTGES3	Human immunodeficiency virus 1	HIV-1	ssRNA-RT	Retroviridae
PDCD11	Human immunodeficiency virus 1	HIV-1	ssRNA-RT	Retroviridae
PSMA3	Human immunodeficiency virus 1	HIV-1	ssRNA-RT	Retroviridae
RBM17	Human immunodeficiency virus 1	HIV-1	ssRNA-RT	Retroviridae
TRBV12-3	Human immunodeficiency virus 1	HIV-1	ssRNA-RT	Retroviridae
DHX36	Human immunodeficiency virus 1	HIV-1	ssRNA-RT	Retroviridae
SUMO3	Human immunodeficiency virus 1	HIV-1	ssRNA-RT	Retroviridae
SRP9	Human immunodeficiency virus 1	HIV-1	ssRNA-RT	Retroviridae
RBM15	Human immunodeficiency virus 1	HIV-1	ssRNA-RT	Retroviridae
ALMS1	Human immunodeficiency virus 1	HIV-1	ssRNA-RT	Retroviridae
RPL27	Human immunodeficiency virus 1	HIV-1	ssRNA-RT	Retroviridae
ERH	Human immunodeficiency virus 1	HIV-1	ssRNA-RT	Retroviridae
PHB2	Human immunodeficiency virus 1	HIV-1	ssRNA-RT	Retroviridae
EXOSC1	Human immunodeficiency virus 1	HIV-1	ssRNA-RT	Retroviridae
FAM98B	Human immunodeficiency virus 1	HIV-1	ssRNA-RT	Retroviridae
CCNA2	Human immunodeficiency virus 1	HIV-1	ssRNA-RT	Retroviridae
PSMA4	Human immunodeficiency virus 1	HIV-1	ssRNA-RT	Retroviridae
PRPF8	Human immunodeficiency virus 1	HIV-1	ssRNA-RT	Retroviridae
RPS27A	Human immunodeficiency virus 1	HIV-1	ssRNA-RT	Retroviridae
BTRC	Human immunodeficiency virus 1	HIV-1	ssRNA-RT	Retroviridae
BST2	Human immunodeficiency virus 1	HIV-1	ssRNA-RT	Retroviridae
RPS25	Human immunodeficiency virus 1	HIV-1	ssRNA-RT	Retroviridae
CERS2	Human immunodeficiency virus 1	HIV-1	ssRNA-RT	Retroviridae
SAFB	Human immunodeficiency virus 1	HIV-1	ssRNA-RT	Retroviridae
RTCB	Human immunodeficiency virus 1	HIV-1	ssRNA-RT	Retroviridae
POLE	Human immunodeficiency virus 1	HIV-1	ssRNA-RT	Retroviridae
CNTNAP1	Human immunodeficiency virus 1	HIV-1	ssRNA-RT	Retroviridae
GUCA2A	Human immunodeficiency virus 1	HIV-1	ssRNA-RT	Retroviridae
ANP32B	Human immunodeficiency virus 1	HIV-1	ssRNA-RT	Retroviridae
PAXBP1	Human immunodeficiency virus 1	HIV-1	ssRNA-RT	Retroviridae
EIF3G	Human immunodeficiency virus 1	HIV-1	ssRNA-RT	Retroviridae
PSMB3	Human immunodeficiency virus 1	HIV-1	ssRNA-RT	Retroviridae
PSMB5	Human immunodeficiency virus 1	HIV-1	ssRNA-RT	Retroviridae
IGF2BP1	Human immunodeficiency virus 1	HIV-1	ssRNA-RT	Retroviridae
SNRNP40	Human immunodeficiency virus 1	HIV-1	ssRNA-RT	Retroviridae
HTATIP2	Human immunodeficiency virus 1	HIV-1	ssRNA-RT	Retroviridae
CD80	Human immunodeficiency virus 1	HIV-1	ssRNA-RT	Retroviridae
NSD2	Human immunodeficiency virus 1	HIV-1	ssRNA-RT	Retroviridae
FLAD1	Human immunodeficiency virus 1	HIV-1	ssRNA-RT	Retroviridae
PIK3R1	Human immunodeficiency virus 1	HIV-1	ssRNA-RT	Retroviridae
FNIP1	Human immunodeficiency virus 1	HIV-1	ssRNA-RT	Retroviridae
GRB2	Human immunodeficiency virus 1	HIV-1	ssRNA-RT	Retroviridae
GOLGA1	Human immunodeficiency virus 1	HIV-1	ssRNA-RT	Retroviridae
PAF1	Human immunodeficiency virus 1	HIV-1	ssRNA-RT	Retroviridae
NOTCH2	Human immunodeficiency virus 1	HIV-1	ssRNA-RT	Retroviridae
PPP6C	Human immunodeficiency virus 1	HIV-1	ssRNA-RT	Retroviridae
NUP98	Human immunodeficiency virus 1	HIV-1	ssRNA-RT	Retroviridae
TTC13	Human immunodeficiency virus 1	HIV-1	ssRNA-RT	Retroviridae
MARS1	Human immunodeficiency virus 1	HIV-1	ssRNA-RT	Retroviridae
HGH1	Human immunodeficiency virus 1	HIV-1	ssRNA-RT	Retroviridae
PDS5B	Human immunodeficiency virus 1	HIV-1	ssRNA-RT	Retroviridae
RPL23	Human immunodeficiency virus 1	HIV-1	ssRNA-RT	Retroviridae
EIF2AK2	Human immunodeficiency virus 1	HIV-1	ssRNA-RT	Retroviridae
ATAD3A	Human immunodeficiency virus 1	HIV-1	ssRNA-RT	Retroviridae
ARFGEF2	Human immunodeficiency virus 1	HIV-1	ssRNA-RT	Retroviridae
VCP	Human immunodeficiency virus 1	HIV-1	ssRNA-RT	Retroviridae
ATP5PO	Human immunodeficiency virus 1	HIV-1	ssRNA-RT	Retroviridae
ATP5PF	Human immunodeficiency virus 1	HIV-1	ssRNA-RT	Retroviridae
