Virus	Abbre	Carrier	Carrier TaxId	Carrier Taxa
Vaccinia virus	VACV	hydrochoerus hydrochaeris	10149	rodents
Vaccinia virus	VACV	equus caballus	9796	mammals
Vaccinia virus	VACV	equus asinus	9793	mammals
Vaccinia virus	VACV	oligoryzomys nigripes	37017	rodents
Vaccinia virus	VACV	sus scrofa	9823	mammals
Vaccinia virus	VACV	sooretamys angouya	530180	rodents
Vaccinia virus	VACV	capra hircus	9925	mammals
Vaccinia virus	VACV	cavia porcellus	10141	rodents
Zika virus	ZIKV	homo sapiens	9606	primates
Zika virus	ZIKV	aedes africanus	667568	invertebrates
Zika virus	ZIKV	cavia porcellus	10141	rodents
Zika virus	ZIKV	pan troglodytes	9598	primates
Zika virus	ZIKV	artibeus planirostris	40230	mammals
Zika virus	ZIKV	culex tritaeniorhynchus	7178	invertebrates
Zika virus	ZIKV	sapajus libidinosus	1126382	 
Zika virus	ZIKV	chlorocebus aethiops	9534	primates
Zika virus	ZIKV	aedes aegypti	7159	invertebrates
Zika virus	ZIKV	ovis aries	9940	mammals
Zika virus	ZIKV	wyeomyia confusa	2597064	 
Zika virus	ZIKV	macaca mulatta	9544	primates
Zika virus	ZIKV	callithrix jacchus	9483	primates
Zika virus	ZIKV	pongo pygmaeus	9600	primates
Zika virus	ZIKV	macaca arctoides	9540	primates
Zika virus	ZIKV	papio anubis	9555	primates
Zika virus	ZIKV	anopheles gambiae	7165	invertebrates
Zika virus	ZIKV	aedes vexans	7163	invertebrates
Zika virus	ZIKV	limatus durhamii	704165	invertebrates
Zika virus	ZIKV	tupaia belangeri	37347	mammals
Zika virus	ZIKV	macaca fascicularis	9541	primates
Zika virus	ZIKV	artibeus jamaicensis	9417	mammals
Zika virus	ZIKV	aedes unilineatus	1328038	 
Zika virus	ZIKV	culex quinquefasciatus	7176	invertebrates
Zika virus	ZIKV	saguinus labiatus	78454	primates
Zika virus	ZIKV	ochlerotatus taeniorhynchus	329105	invertebrates
Zika virus	ZIKV	aedes albopictus	7160	invertebrates
Zika virus	ZIKV	aotus trivirgatus	9505	primates
Zika virus	ZIKV	epomophorus labiatus	903567	 
Zika virus	ZIKV	aedes polynesiensis	188700	invertebrates
Zika virus	ZIKV	culex nigripalpus	42429	invertebrates
Zika virus	ZIKV	saimiri boliviensis	27679	primates
Zika virus	ZIKV	armigeres subalbatus	124917	invertebrates
Zika virus	ZIKV	anopheles sinensis	74873	invertebrates
Zika virus	ZIKV	suncus murinus	9378	mammals
Zika virus	ZIKV	tupaia glis	9395	mammals
Zika virus	ZIKV	anopheles cruzii	68878	invertebrates
Zika virus	ZIKV	culex lactator	871896	invertebrates
Zika virus	ZIKV	aedes hensilli	373851	invertebrates
Zika virus	ZIKV	alouatta guariba	182256	primates
Zika virus	ZIKV	rousettus aegyptiacus	9407	mammals
Zika virus	ZIKV	macaca nemestrina	9545	primates
Zika virus	ZIKV	mesocricetus auratus	10036	rodents
Zika virus	ZIKV	rattus norvegicus	10116	rodents
Zika virus	ZIKV	aedes taylori	299628	invertebrates
Zika virus	ZIKV	culex thriambus	871895	invertebrates
Zika virus	ZIKV	bubalus carabanensis	346063	mammals
Zika virus	ZIKV	eidolon helvum	77214	mammals
Zika virus	ZIKV	sapajus flavius	1112861	 
Zika virus	ZIKV	gallus gallus	9031	vertebrates
Influenza A virus (H1N1)	H1N1	sus scrofa	9823	mammals
Influenza A virus (H1N1)	H1N1	homo sapiens	9606	primates
Influenza A virus (H1N1)	H1N1	anas platyrhynchos	8839	vertebrates
Influenza A virus (H1N1)	H1N1	bos grunniens	30521	mammals
Influenza A virus (H1N1)	H1N1	anas poecilorhyncha	75854	vertebrates
Influenza A virus (H1N1)	H1N1	polysticta stelleri	234623	vertebrates
Influenza A virus (H1N1)	H1N1	anas georgica	75847	vertebrates
Influenza A virus (H1N1)	H1N1	arenaria interpres	54971	vertebrates
Influenza A virus (H1N1)	H1N1	podiceps grisegena	80367	vertebrates
Influenza A virus (H1N1)	H1N1	mareca penelope	8838	vertebrates
Influenza A virus (H1N1)	H1N1	branta bernicla	184712	vertebrates
Influenza A virus (H1N1)	H1N1	anser albifrons	50365	vertebrates
Influenza A virus (H1N1)	H1N1	anas carolinensis	75836	vertebrates
Influenza A virus (H1N1)	H1N1	anas clypeata	75838	vertebrates
Influenza A virus (H1N1)	H1N1	anas acuta	28680	vertebrates
Influenza A virus (H1N1)	H1N1	anas rubripes	75857	vertebrates
Influenza A virus (H1N1)	H1N1	anas crecca	75839	vertebrates
Influenza A virus (H1N1)	H1N1	meleagris gallopavo	9103	vertebrates
Influenza A virus (H1N1)	H1N1	anas discors	75842	vertebrates
Influenza A virus (H1N1)	H1N1	mirounga angustirostris	9716	mammals
Influenza A virus (H1N1)	H1N1	felis catus	9685	mammals
Influenza A virus (H1N1)	H1N1	passer montanus	9160	vertebrates
Influenza A virus (H1N1)	H1N1	acinonyx jubatus	32536	mammals
Influenza A virus (H1N1)	H1N1	chlorocebus aethiops	9534	primates
Influenza A virus (H1N1)	H1N1	macaca mulatta	9544	primates
Influenza A virus (H1N1)	H1N1	ailuropoda melanoleuca	9646	mammals
Influenza A virus (H1N1)	H1N1	camelus dromedarius	9838	mammals
Influenza A virus (H1N1)	H1N1	bos taurus	9913	mammals
Influenza A virus (H1N1)	H1N1	vicugna pacos	30538	mammals
Influenza A virus (H1N1)	H1N1	tupaia belangeri	37347	mammals
Influenza A virus (H1N1)	H1N1	anas diazi	75841	vertebrates
Influenza A virus (H1N1)	H1N1	haliaeetus leucocephalus	52644	vertebrates
Influenza A virus (H1N1)	H1N1	ochotona curzoniae	130825	mammals
Influenza A virus (H1N1)	H1N1	cairina moschata	8855	vertebrates
Influenza A virus (H1N1)	H1N1	calidris alba	279936	vertebrates
Influenza A virus (H1N1)	H1N1	grus monacha	40818	vertebrates
Influenza A virus (H1N1)	H1N1	aythya affinis	189533	vertebrates
Influenza A virus (H1N1)	H1N1	somateria mollissima	76058	vertebrates
Influenza A virus (H1N1)	H1N1	calidris canutus	227173	vertebrates
Influenza A virus (H1N1)	H1N1	histrionicus histrionicus	68165	vertebrates
Influenza A virus (H1N1)	H1N1	anser brachyrhynchus	132585	vertebrates
Influenza A virus (H1N1)	H1N1	coturnix coturnix	9091	vertebrates
Influenza A virus (H1N1)	H1N1	bucephala clangula	107022	vertebrates
Influenza A virus (H1N1)	H1N1	uria lomvia	28711	vertebrates
Influenza A virus (H1N1)	H1N1	aythya americana	30385	vertebrates
Influenza A virus (H1N1)	H1N1	aythya fuligula	219594	vertebrates
Influenza A virus (H1N1)	H1N1	anser fabalis	132587	vertebrates
Influenza A virus (H1N1)	H1N1	aythya valisineria	110915	vertebrates
Influenza A virus (H1N1)	H1N1	bucephala albeola	279934	vertebrates
Influenza A virus (H1N1)	H1N1	melursus ursinus	9636	mammals
Influenza A virus (H1N1)	H1N1	branta leucopsis	184711	vertebrates
Influenza A virus (H1N1)	H1N1	larus glaucescens	119606	vertebrates
Influenza A virus (H1N1)	H1N1	cygnus columbianus bewickii	541010	vertebrates
Influenza A virus (H1N1)	H1N1	anser caerulescens	8849	vertebrates
Influenza A virus (H1N1)	H1N1	anas flavirostris	75845	vertebrates
Influenza A virus (H1N1)	H1N1	gallus gallus	9031	vertebrates
Influenza A virus (H1N1)	H1N1	branta canadensis	8853	vertebrates
Influenza A virus (H1N1)	H1N1	passer domesticus	48849	vertebrates
Influenza A virus (H1N1)	H1N1	sturnus vulgaris	9172	vertebrates
Influenza A virus (H1N1)	H1N1	arctocephalus australis	161928	mammals
Influenza A virus (H1N1)	H1N1	callithrix jacchus	9483	primates
Influenza A virus (H1N1)	H1N1	canis latrans	9614	mammals
Influenza A virus (H1N1)	H1N1	cavia porcellus	10141	rodents
Influenza A virus (H1N1)	H1N1	enhydra lutris	34882	mammals
Influenza A virus (H1N1)	H1N1	eulemur fulvus	13515	primates
Influenza A virus (H1N1)	H1N1	lasiopodomys brandtii	407171	rodents
Influenza A virus (H1N1)	H1N1	macaca fascicularis	9541	primates
Influenza A virus (H1N1)	H1N1	macaca nemestrina	9545	primates
Influenza A virus (H1N1)	H1N1	mephitis mephitis	30548	mammals
Influenza A virus (H1N1)	H1N1	mustela putorius	9668	mammals
Influenza A virus (H1N1)	H1N1	myrmecophaga tridactyla	71006	mammals
Influenza A virus (H1N1)	H1N1	neovison vison	452646	mammals
Influenza A virus (H1N1)	H1N1	procyon lotor	9654	mammals
Influenza A virus (H1N1)	H1N1	sigmodon hispidus	42415	rodents
Influenza A virus (H1N1)	H1N1	tupaia chinensis	246437	mammals
Influenza A virus (H1N1)	H1N1	tupaia glis	9395	mammals
Influenza A virus (H1N1)	H1N1	rhynchotus rufescens	30466	vertebrates
Influenza A virus (H1N1)	H1N1	numenius phaeopus	161676	vertebrates
Influenza A virus (H5N1)	H5N1	homo sapiens	9606	primates
Influenza A virus (H5N1)	H5N1	gallus gallus	9031	vertebrates
Influenza A virus (H5N1)	H5N1	cygnus olor	8869	vertebrates
Influenza A virus (H5N1)	H5N1	cygnus cygnus	219595	vertebrates
Influenza A virus (H5N1)	H5N1	meleagris gallopavo	9103	vertebrates
Influenza A virus (H5N1)	H5N1	necrosyrtes monachus	30399	vertebrates
Influenza A virus (H5N1)	H5N1	anas platyrhynchos	8839	vertebrates
Influenza A virus (H5N1)	H5N1	aythya ferina	219593	vertebrates
Influenza A virus (H5N1)	H5N1	aythya fuligula	219594	vertebrates
Influenza A virus (H5N1)	H5N1	anser anser	8843	vertebrates
Influenza A virus (H5N1)	H5N1	podiceps cristatus	345573	vertebrates
Influenza A virus (H5N1)	H5N1	ichthyaetus ichthyaetus	126702	vertebrates
Influenza A virus (H5N1)	H5N1	anser indicus	8846	vertebrates
Influenza A virus (H5N1)	H5N1	chroicocephalus ridibundus	1192867	 
Influenza A virus (H5N1)	H5N1	columba livia	8932	vertebrates
Influenza A virus (H5N1)	H5N1	anser fabalis	132587	vertebrates
Influenza A virus (H5N1)	H5N1	branta canadensis	8853	vertebrates
Influenza A virus (H5N1)	H5N1	felis catus	9685	mammals
Influenza A virus (H5N1)	H5N1	neofelis nebulosa	61452	mammals
Influenza A virus (H5N1)	H5N1	buteo buteo	30397	vertebrates
Influenza A virus (H5N1)	H5N1	cepora nerissa	441320	invertebrates
Influenza A virus (H5N1)	H5N1	falco tinnunculus	100819	vertebrates
Influenza A virus (H5N1)	H5N1	pica pica	34924	vertebrates
Influenza A virus (H5N1)	H5N1	accipiter trivirgatus	210844	vertebrates
Influenza A virus (H5N1)	H5N1	dromaius novaehollandiae	8790	vertebrates
Influenza A virus (H5N1)	H5N1	equus caballus	9796	mammals
Influenza A virus (H5N1)	H5N1	chrysolophus pictus	9089	vertebrates
Influenza A virus (H5N1)	H5N1	phalacrocorax carbo	9209	vertebrates
Influenza A virus (H5N1)	H5N1	ardea alba	110620	vertebrates
Influenza A virus (H5N1)	H5N1	butorides virescens	110671	vertebrates
Influenza A virus (H5N1)	H5N1	ardea cinerea	30390	vertebrates
Influenza A virus (H5N1)	H5N1	larus argentatus	35669	vertebrates
Influenza A virus (H5N1)	H5N1	corvus splendens	701737	vertebrates
Influenza A virus (H5N1)	H5N1	passer domesticus	48849	vertebrates
Influenza A virus (H5N1)	H5N1	zosterops japonicus	36299	vertebrates
Influenza A virus (H5N1)	H5N1	lophura leucomelanos	140445	vertebrates
Influenza A virus (H5N1)	H5N1	piaya minuta	121399	vertebrates
Influenza A virus (H5N1)	H5N1	lanius schach	276763	vertebrates
Influenza A virus (H5N1)	H5N1	mergellus albellus	107026	vertebrates
Influenza A virus (H5N1)	H5N1	mustela lutreola	9666	mammals
Influenza A virus (H5N1)	H5N1	neovison vison	452646	mammals
Influenza A virus (H5N1)	H5N1	nisaetus nipalensis	214438	vertebrates
Influenza A virus (H5N1)	H5N1	cairina moschata	8855	vertebrates
Influenza A virus (H5N1)	H5N1	struthio camelus	8801	vertebrates
Influenza A virus (H5N1)	H5N1	inachis io	171585	invertebrates
Influenza A virus (H5N1)	H5N1	sus scrofa	9823	mammals
Influenza A virus (H5N1)	H5N1	sturnus sericeus	451428	vertebrates
Influenza A virus (H5N1)	H5N1	corvus frugilegus	75140	vertebrates
Influenza A virus (H5N1)	H5N1	tadorna ferruginea	45639	vertebrates
Influenza A virus (H5N1)	H5N1	arenaria interpres	54971	vertebrates
Influenza A virus (H5N1)	H5N1	falco cherrug	345164	vertebrates
Influenza A virus (H5N1)	H5N1	leiothrix argentauris	201335	vertebrates
Influenza A virus (H5N1)	H5N1	panthera tigris	9694	mammals
Influenza A virus (H5N1)	H5N1	passer montanus	9160	vertebrates
Influenza A virus (H5N1)	H5N1	gallicrex cinerea	261967	vertebrates
Influenza A virus (H5N1)	H5N1	lonchura striata	40157	vertebrates
Influenza A virus (H5N1)	H5N1	aix sponsa	8833	vertebrates
Influenza A virus (H5N1)	H5N1	aix galericulata	8832	vertebrates
Influenza A virus (H5N1)	H5N1	alectoris chukar	9078	vertebrates
Influenza A virus (H5N1)	H5N1	bucephala clangula	107022	vertebrates
Influenza A virus (H5N1)	H5N1	anas rubripes	75857	vertebrates
Influenza A virus (H5N1)	H5N1	falco naumanni	148594	vertebrates
Influenza A virus (H5N1)	H5N1	larus brunnicephalus	328044	vertebrates
Influenza A virus (H5N1)	H5N1	netta peposaca	541013	vertebrates
Influenza A virus (H5N1)	H5N1	falco peregrinus	8954	vertebrates
Influenza A virus (H5N1)	H5N1	lophura nycthemera	9046	vertebrates
Influenza A virus (H5N1)	H5N1	cygnus columbianus	110926	vertebrates
Influenza A virus (H5N1)	H5N1	anas formosa	56278	vertebrates
Influenza A virus (H5N1)	H5N1	egretta garzetta	188379	vertebrates
Influenza A virus (H5N1)	H5N1	phasianus colchicus	9054	vertebrates
Influenza A virus (H5N1)	H5N1	lonchura punctulata	414892	vertebrates
Influenza A virus (H5N1)	H5N1	accipiter nisus	211598	vertebrates
Influenza A virus (H5N1)	H5N1	urocissa erythrorhyncha	56796	vertebrates
Influenza A virus (H5N1)	H5N1	bubo bubo	30461	vertebrates
Influenza A virus (H5N1)	H5N1	abrornis inornata	56436	vertebrates
Influenza A virus (H5N1)	H5N1	accipiter gentilis	8957	vertebrates
Influenza A virus (H5N1)	H5N1	acridotheres grandis	451384	vertebrates
Influenza A virus (H5N1)	H5N1	acrocephalus arundinaceus	39621	vertebrates
Influenza A virus (H5N1)	H5N1	actitis hypoleucos	320702	vertebrates
Influenza A virus (H5N1)	H5N1	alcippe grotei	204884	vertebrates
Influenza A virus (H5N1)	H5N1	alophoixus pallidus	182879	vertebrates
Influenza A virus (H5N1)	H5N1	alopochen aegyptiacus	30382	vertebrates
Influenza A virus (H5N1)	H5N1	anas acuta	28680	vertebrates
Influenza A virus (H5N1)	H5N1	anas carolinensis	75836	vertebrates
Influenza A virus (H5N1)	H5N1	anas clypeata	75838	vertebrates
Influenza A virus (H5N1)	H5N1	anas crecca	75839	vertebrates
Influenza A virus (H5N1)	H5N1	anas discors	75842	vertebrates
Influenza A virus (H5N1)	H5N1	anas querquedula	75856	vertebrates
Influenza A virus (H5N1)	H5N1	anas superciliosa	45632	vertebrates
Influenza A virus (H5N1)	H5N1	anastomus oscitans	1706835	 
Influenza A virus (H5N1)	H5N1	anser albifrons	50365	vertebrates
Influenza A virus (H5N1)	H5N1	anser caerulescens	8849	vertebrates
Influenza A virus (H5N1)	H5N1	anser canagica	107021	vertebrates
Influenza A virus (H5N1)	H5N1	anser cygnoides	8845	vertebrates
Influenza A virus (H5N1)	H5N1	aquila rapax	252781	vertebrates
Influenza A virus (H5N1)	H5N1	aythya collaris	189535	vertebrates
Influenza A virus (H5N1)	H5N1	branta hutchinsii	371860	vertebrates
Influenza A virus (H5N1)	H5N1	bubulcus ibis	110668	vertebrates
Influenza A virus (H5N1)	H5N1	calidris acuminata	192723	vertebrates
Influenza A virus (H5N1)	H5N1	calidris alpina	8919	vertebrates
Influenza A virus (H5N1)	H5N1	calidris canutus	227173	vertebrates
Influenza A virus (H5N1)	H5N1	calidris mauri	279941	vertebrates
Influenza A virus (H5N1)	H5N1	calidris pusilla	279961	vertebrates
Influenza A virus (H5N1)	H5N1	calidris ruficollis	272047	vertebrates
Influenza A virus (H5N1)	H5N1	chlamydotis macqueenii	187382	vertebrates
Influenza A virus (H5N1)	H5N1	chlamydotis undulata	172680	vertebrates
Influenza A virus (H5N1)	H5N1	ciconia ciconia	8928	vertebrates
Influenza A virus (H5N1)	H5N1	circus aeruginosus	8964	vertebrates
Influenza A virus (H5N1)	H5N1	colinus virginianus	9014	vertebrates
Influenza A virus (H5N1)	H5N1	columba palumbus	8934	vertebrates
Influenza A virus (H5N1)	H5N1	copsychus saularis	343929	vertebrates
Influenza A virus (H5N1)	H5N1	corvus brachyrhynchos	85066	vertebrates
Influenza A virus (H5N1)	H5N1	corvus macrorhynchos	36249	vertebrates
Influenza A virus (H5N1)	H5N1	coturnix chinensis	46218	vertebrates
Influenza A virus (H5N1)	H5N1	coturnix coturnix	9091	vertebrates
Influenza A virus (H5N1)	H5N1	coturnix japonica	93934	vertebrates
Influenza A virus (H5N1)	H5N1	crinifer piscator	119408	vertebrates
Influenza A virus (H5N1)	H5N1	cygnus atratus	8868	vertebrates
Influenza A virus (H5N1)	H5N1	dendrocygna eytoni	8875	vertebrates
Influenza A virus (H5N1)	H5N1	dendrocygna javanica	60182	vertebrates
Influenza A virus (H5N1)	H5N1	dicrurus annectans	357742	vertebrates
Influenza A virus (H5N1)	H5N1	emberiza schoeniclus	30425	vertebrates
Influenza A virus (H5N1)	H5N1	falco rusticolus	120794	vertebrates
Influenza A virus (H5N1)	H5N1	falco sparverius	56350	vertebrates
Influenza A virus (H5N1)	H5N1	fringilla montifringilla	36255	vertebrates
Influenza A virus (H5N1)	H5N1	fulica atra	9121	vertebrates
Influenza A virus (H5N1)	H5N1	garrulax canorus	238855	vertebrates
Influenza A virus (H5N1)	H5N1	grus monacha	40818	vertebrates
Influenza A virus (H5N1)	H5N1	haemorhous mexicanus	30427	vertebrates
Influenza A virus (H5N1)	H5N1	ichthyaetus relictus	328046	vertebrates
Influenza A virus (H5N1)	H5N1	lagonosticta senegala	247521	vertebrates
Influenza A virus (H5N1)	H5N1	larus atricilla	126679	vertebrates
Influenza A virus (H5N1)	H5N1	larus canus	28681	vertebrates
Influenza A virus (H5N1)	H5N1	larus delawarensis	126683	vertebrates
Influenza A virus (H5N1)	H5N1	larus mongolicus	119967	vertebrates
Influenza A virus (H5N1)	H5N1	larus vegae	119608	vertebrates
Influenza A virus (H5N1)	H5N1	limosa lapponica	161683	vertebrates
Influenza A virus (H5N1)	H5N1	mixornis gularis	1948886	 
Influenza A virus (H5N1)	H5N1	mareca americana	75832	vertebrates
Influenza A virus (H5N1)	H5N1	mareca falcata	75844	vertebrates
Influenza A virus (H5N1)	H5N1	mareca penelope	8838	vertebrates
Influenza A virus (H5N1)	H5N1	mareca strepera	75861	vertebrates
Influenza A virus (H5N1)	H5N1	melanitta nigra	198027	vertebrates
Influenza A virus (H5N1)	H5N1	mergus merganser	8880	vertebrates
Influenza A virus (H5N1)	H5N1	mergus serrator	8879	vertebrates
Influenza A virus (H5N1)	H5N1	merops philippinus	457331	vertebrates
Influenza A virus (H5N1)	H5N1	microscelis amaurotis	374649	vertebrates
Influenza A virus (H5N1)	H5N1	milvus milvus	43518	vertebrates
Influenza A virus (H5N1)	H5N1	morphnus guianensis	252789	vertebrates
Influenza A virus (H5N1)	H5N1	myiomela leucura	758459	vertebrates
Influenza A virus (H5N1)	H5N1	netta rufina	30387	vertebrates
Influenza A virus (H5N1)	H5N1	nycticorax nycticorax	8901	vertebrates
Influenza A virus (H5N1)	H5N1	pelecanus conspicillatus	317791	vertebrates
Influenza A virus (H5N1)	H5N1	pellorneum tickelli	201360	vertebrates
Influenza A virus (H5N1)	H5N1	phoenicopterus roseus	435638	vertebrates
Influenza A virus (H5N1)	H5N1	phoenicopterus ruber	9217	vertebrates
Influenza A virus (H5N1)	H5N1	pluvialis fulva	371922	vertebrates
Influenza A virus (H5N1)	H5N1	psittacula krameri	9228	vertebrates
Influenza A virus (H5N1)	H5N1	pycnonotus flaviventris	1767024	 
Influenza A virus (H5N1)	H5N1	pycnonotus melanicterus	241766	vertebrates
Influenza A virus (H5N1)	H5N1	quelea quelea	187445	vertebrates
Influenza A virus (H5N1)	H5N1	saxicola torquata	230656	vertebrates
Influenza A virus (H5N1)	H5N1	scolopax rusticola	100826	vertebrates
Influenza A virus (H5N1)	H5N1	sterna hirundo	108405	vertebrates
Influenza A virus (H5N1)	H5N1	streptopelia chinensis	115700	vertebrates
Influenza A virus (H5N1)	H5N1	sturnus contra	451423	vertebrates
Influenza A virus (H5N1)	H5N1	sturnus vulgaris	9172	vertebrates
Influenza A virus (H5N1)	H5N1	sylvia atricapilla	48155	vertebrates
Influenza A virus (H5N1)	H5N1	tachybaptus ruficollis	100828	vertebrates
Influenza A virus (H5N1)	H5N1	tadorna tadorna	75865	vertebrates
Influenza A virus (H5N1)	H5N1	taeniopygia guttata	59729	vertebrates
Influenza A virus (H5N1)	H5N1	thalasseus bergii	1843445	 
Influenza A virus (H5N1)	H5N1	threskiornis moluccus	2671080	 
Influenza A virus (H5N1)	H5N1	turdus pallidus	36282	vertebrates
Influenza A virus (H5N1)	H5N1	uria aalge	13746	vertebrates
Influenza A virus (H5N1)	H5N1	uria lomvia	28711	vertebrates
Influenza A virus (H5N1)	H5N1	gracula religiosa	116992	vertebrates
Influenza A virus (H5N1)	H5N1	aythya marila	189534	vertebrates
Influenza A virus (H5N1)	H5N1	anas undulata	75862	vertebrates
Influenza A virus (H5N1)	H5N1	hirundo rustica	43150	vertebrates
Influenza A virus (H5N1)	H5N1	hoplopterus spinosus	8909	vertebrates
Influenza A virus (H5N1)	H5N1	melopsittacus undulatus	13146	vertebrates
Influenza A virus (H5N1)	H5N1	pavo cristatus	9049	vertebrates
Influenza A virus (H5N1)	H5N1	parus major	9157	vertebrates
Influenza A virus (H5N1)	H5N1	suricata suricatta	37032	mammals
Influenza A virus (H5N1)	H5N1	ochotona curzoniae	130825	mammals
Influenza A virus (H5N1)	H5N1	aegypius monachus	8959	vertebrates
Influenza A virus (H5N1)	H5N1	camelus dromedarius	9838	mammals
Influenza A virus (H5N1)	H5N1	cavia porcellus	10141	rodents
Influenza A virus (H5N1)	H5N1	chlorocebus aethiops	9534	primates
Influenza A virus (H5N1)	H5N1	equus asinus	9793	mammals
Influenza A virus (H5N1)	H5N1	hydropotes inermis	9883	mammals
Influenza A virus (H5N1)	H5N1	macaca fascicularis	9541	primates
Influenza A virus (H5N1)	H5N1	macaca mulatta	9544	primates
Influenza A virus (H5N1)	H5N1	martes foina	9659	mammals
Influenza A virus (H5N1)	H5N1	mustela putorius	9668	mammals
Influenza A virus (H5N1)	H5N1	myodes glareolus	447135	rodents
Influenza A virus (H5N1)	H5N1	panthera leo	9689	mammals
Influenza A virus (H5N1)	H5N1	panthera pardus	9691	mammals
Influenza A virus (H5N1)	H5N1	prionailurus bengalensis	37029	mammals
Influenza A virus (H5N1)	H5N1	procyon lotor	9654	mammals
Influenza A virus (H5N1)	H5N1	sigmodon hispidus	42415	rodents
Influenza A virus (H5N1)	H5N1	tupaia belangeri	37347	mammals
Influenza A virus (H5N1)	H5N1	tupaia chinensis	246437	mammals
Influenza A virus (H5N1)	H5N1	tupaia glis	9395	mammals
Influenza A virus (H5N1)	H5N1	vulpes vulpes	9627	mammals
Influenza A virus (H5N1)	H5N1	lonchura atricapilla	1036803	 
Influenza A virus (H5N1)	H5N1	grus nigricollis	40817	vertebrates
Influenza A virus (H5N1)	H5N1	grallina cyanoleuca	254541	vertebrates
Influenza A virus (H5N1)	H5N1	geopelia placida	471127	 
Influenza A virus (H5N1)	H5N1	agropsar sturninus	2675479	 
Influenza A virus (H5N1)	H5N1	leptoptilos crumeniferus	33589	vertebrates
Influenza A virus (H5N1)	H5N1	streptopelia turtur	177155	vertebrates
Influenza A virus (H5N1)	H5N1	pelecanus crispus	36300	vertebrates
Influenza A virus (H3N2)	H3N2	sus scrofa	9823	mammals
Influenza A virus (H3N2)	H3N2	homo sapiens	9606	primates
Influenza A virus (H3N2)	H3N2	felis catus	9685	mammals
Influenza A virus (H3N2)	H3N2	camelus dromedarius	9838	mammals
Influenza A virus (H3N2)	H3N2	mus musculus	10090	rodents
Influenza A virus (H3N2)	H3N2	anas crecca	75839	vertebrates
Influenza A virus (H3N2)	H3N2	ardea cinerea	30390	vertebrates
Influenza A virus (H3N2)	H3N2	pusa caspica	693431	mammals
Influenza A virus (H3N2)	H3N2	anas platyrhynchos	8839	vertebrates
Influenza A virus (H3N2)	H3N2	meleagris gallopavo	9103	vertebrates
Influenza A virus (H3N2)	H3N2	gallus gallus	9031	vertebrates
Influenza A virus (H3N2)	H3N2	anas discors	75842	vertebrates
Influenza A virus (H3N2)	H3N2	anas rubripes	75857	vertebrates
Influenza A virus (H3N2)	H3N2	anas carolinensis	75836	vertebrates
Influenza A virus (H3N2)	H3N2	cairina moschata	8855	vertebrates
Influenza A virus (H3N2)	H3N2	anas acuta	28680	vertebrates
Influenza A virus (H3N2)	H3N2	anser albifrons	50365	vertebrates
Influenza A virus (H3N2)	H3N2	coturnix coturnix	9091	vertebrates
Influenza A virus (H3N2)	H3N2	arenaria interpres	54971	vertebrates
Influenza A virus (H3N2)	H3N2	aythya collaris	189535	vertebrates
Influenza A virus (H3N2)	H3N2	mustela lutreola	9666	mammals
Influenza A virus (H3N2)	H3N2	mareca strepera	75861	vertebrates
Influenza A virus (H3N2)	H3N2	anas formosa	56278	vertebrates
Influenza A virus (H3N2)	H3N2	anas diazi	75841	vertebrates
Influenza A virus (H3N2)	H3N2	coturnix japonica	93934	vertebrates
Influenza A virus (H3N2)	H3N2	passer montanus	9160	vertebrates
Influenza A virus (H3N2)	H3N2	bos indicus	9915	mammals
Influenza A virus (H3N2)	H3N2	canis lupus	9612	mammals
Influenza A virus (H3N2)	H3N2	cavia porcellus	10141	rodents
Influenza A virus (H3N2)	H3N2	macaca fascicularis	9541	primates
Influenza A virus (H3N2)	H3N2	mustela putorius	9668	mammals
Influenza A virus (H3N2)	H3N2	pusa hispida	9718	mammals
Influenza A virus (H3N2)	H3N2	pusa sibirica	9719	mammals
Influenza A virus (H3N2)	H3N2	saimiri sciureus	9521	primates
Influenza A virus (H3N2)	H3N2	sigmodon hispidus	42415	rodents
Human papillomavirus 8	HPV-8	homo sapiens	9606	primates
